Вопрос 1?Почему при обновлении локального сертификата через стерру КП переписывается cisco-like конфигурация?;"Ответ 1:Вероятно по инструкции, когда Вы делаете действия, описанные после слов ""Далее делаем апдейт по схеме, используем механизм создания шаблонов обновлений"" 
при нажантии Update, возникает сообщение вида ""The account has data of vpn product received directly from the client. Use this information  as a basis for editing? "" и cоответственно кнопки
Yes и No. 
Если такое сообщение на этом этапе есть, значит до этого, в КП делалась синхронизация по этому шлюзу, и КП при отправке обновления спрашивает, какую конфигурацию использовать - исходную или полученную от шлюза напрямую. И в данном случае, неважно какую кнопку нажать, если далее использовать template (как в инструкции), сертификат конечно перенесется, но конфигурация затрется на исходную, которая имелась на КП. Для исключения  появления сообщения - The account has data of vpn product received directly from the client, рекомендуется  в начале отправить на шлюз из КП, какую-то ""не значительную"" информацию, например remote сертифика"
"Вопрос 1:Пытаемся поднять туннель.Первая фаза строится, но подом в логах возникает ошибка, прикрепил вложением, конфигурацию тоже.на другой стороне пишет следующее:Sep 26 17:47:31 localhost vpnsvc: 00100115 [IPSEC] connection request #7800, packet 10.180.129.14->10.180.129.1, proto 47, Filter ""IPsec:Protect:CMAP:900:acl_ISPVU_primary"", IPsecAction ""IPsecAction:CMAP:900""Sep 26 17:47:31 localhost vpnsvc: 0010011a <16371:1802> IPSec connection request #7800 failed: No proposal chosen. Peer 77.95.129.13:4500, id ""C=RU,L=Moscow,O=ins-ps.ru,OU=GOST-VPN,CN=s-terra-sps-datacenter-1"", Filter IPsec:Protect:CMAP:900:acl_ISPVU_primary, IPsecAction IPsecAction:CMAP:900, IKERule IKERule:CMAP:900";"Ответ 1:Вероятно есть несоответствие в настройках шлюзов.
Судя по наличию в логе шлюза сообщения ""no required group found"" у партнеров не согласованы группы в IKE-политиках.

А именно наличие set pfs vko2 только с одной стороны:
Если создание SA инициировано партнером, а локальная конфигурация требует использования PFS, то, либо партнер принимает условие использования PFS, либо SA не будет установлена.
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FConsole%2Fset_pfs_crypto_map.htm"
Вопрос 2:Почему не уходят шифрованные пакеты ?Лог пишет следующее :Sep 27 12:51:24 localhost vpnsvc: 10000002 <68332:23> Session completedSep 27 12:51:39 localhost vpnsvc: 10000001 <68332:24> Start IKE session, Request: Inbound ISAKMP packet, type Informational, peer 193.178.131.4:4500, sessionId 02F3550714501679.C344BD7CSep 27 12:51:39 localhost vpnsvc: 1000001c <68332:24> Received notification [R-U-THERE] for ISAKMP connection 68332: Peer is interested in my liveness: send acknowledgementSep 27 12:51:39 localhost vpnsvc: 10000002 <68332:24> Session completedSep 27 12:51:39 localhost vpnsvc: 10000001 <68332:25> Start IKE session, Request: ISAKMP notification, type Informational, peer 193.178.131.4:4500, sessionId 02F3550714501679.F9F47860Sep 27 12:51:39 localhost vpnsvc: 1000001b <68332:25> Sending notification [R-U-THERE-ACK] for ISAKMP connection 68332Sep 27 12:51:39 localhost vpnsvc: 10000002 <68332:25> Session completed;"Ответ 2:Причин может быть несколько:
- маршрутизация на шлюзе
- маршрутизация/брандмауэр на транзитных устройствах
- сам ресурс не отвечает (закрыты порты)
- блокировка пакетов правилами шлюза

Можно посмотреть на шлюзе не блокируются пакеты:
klogview -l -f 0x02 -t > /tmp/gate.txt

И дамп трафика, есть ли ответные пакеты:
tcpdump -i <интерфейс> -w /tmp/local_gate1.pcap"
Вопрос 1:На СКЗИ наблюдается проблема с файловой системой:Note: this version of vtysh never writes vtysh.confBuilding Configuration...Warning: /etc/frr/frr.conf.sav unlink failedError renaming /etc/frr/frr.conf to /etc/frr/frr.conf.sav% Error: failed to open configuration file /etc/frr/frr.conf: Read-only file system% Configuration write failed.;"Ответ 1:Попробуйте проверить свободное место на диске: df -h

Для проведения диагностики SSD накопителя, потребуется загрузиться с Up_Flash и выполнить проверки:
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8F_Upflash.htm

SMART диска и его поверхности.

Выполните пожалуйста, следующие команды на шлюзе при помощи smartctl:
smartctl -i /dev/sda
smartctl -H /dev/sda
smartctl -A /dev/sda
smartctl --test=long /dev/sda
smartctl -l selftest /dev/sda

и проверьте носитель на сбойные блоки:

Для этого в операционной системе с диска восстановления, можно использовать утилиту для поиска сбойных блоков на устройстве:
badblocks [ -svwnf ] [ -b размер-блока ] [ -c порция_блоков ] [ -i входящий_файл ] [ -o исходящий_файл ]
[ -p число_поисков ] [ -t проверяемый_образец ] устройство [ конечный-блок ] [ на"
Вопрос 1:Можете сообщить Сертификат тех. поддержки? Мы его у себя найти не можем, а он должен быть;Ответ 1:данные вопросы не являются техническими и не находятся в ведении сервиса технической поддержки. По данному вопросу Вам необходимо обратиться к Вашему аккаунт-менеджеру от нашей компании
Вопрос 1:Неисправность: Не работает порт eth1. При подключении исправного оборудования порт в DOWN;"Ответ 1:Исходя из описания проблемы, наиболее вероятная причина - повреждением интерфейса электрическим током,  из за чего может происходить нарушение сопротивления между ""парами"" или вообще отсутствие ""прозвона"", а также возможен прогар дорожек с нарушением текстолита.Ранее (в сентябре) Вашему руководству направлялось официальное письмо о признании неремонтнопригодными АП, с неисправностями интерфейса. Поэтому с вероятностью 99% и данная АП будет признана неремонтнопригодной, если попадет к нам в офис на диагностику. Вам необходимо принять решение – будете ли Вы отправлять данный шлюз на диагностику в наш офис."
Вопрос 1:Не могли бы подсказать, на Шлюзе С-Терра 100 на АП Aquarius T30S100DC что означает индикация на портах?Отвалился канал в пятницу ночью. На портах индикация слева постоянный желтый, справа постоянный красный. Перезагрузили по питанию. На портах слева мигающий зеленый, справа желтый.;"Ответ 1:Можно попробовать запустить на шифрующих интерфейсах обоих шлюзов безопасности перехватчик пакетов с записью трафика в бинарный файл
tcpdump -i ethN -w /tmp/`hostname`.pcap

Сделать вывод команды klogview -l -f drop > /tmp/klogview.txt
где /tmp/klogview.txt - текстовый файл, в который будет сохранен вывод утилиты. Если опустить данное перенаправление('> /tmp/klogview.txt'), то вывод
будет направлен в консоль.

Пришлите, пожалуйста, данные файлы с обоих шифрующих интерфейсов."
Вопрос 1:был утерян пин-код от ключа администратора;"Ответ 1:необходимо сбрасывать настройки Аккорда и заного регистрировать.
Инструкцию по сбросу приложу в аттач."
Вопрос 1:Прошу предоставить образ прошивки до версии 4.3;Ответ 1:Для оперативной обработки запроса на выдачу образа предлагаем пройти регистрацию в Едином личном кабинете (ЕЛК) по ссылке: https://www.s-terra.ru/cabinet/Образ будет предоставлен в ЕЛК.Приносим извинения за возможные неудобства.Скачать образ Вы можете в Едином личном кабинете (ЕЛК), для этого необходимо:1) Зарегистрироваться в ЕЛК по адресу https://www.s-terra.ru/cabinet/, если вы уже зарегистрированы, то необходимо авторизоваться.2)   Открыть ссылку для загрузки образа из ЕЛК3) При открытии ссылки с образом, полученной от сотрудника техподдержки, используйте полученный по электронной почте пароль.4) Пароль будет направлен на электронную почту в домене предприятия, с которым заключен договор на поставку продуктов С-Терра
Вопрос 1:вопрос в утилизации (уничтожении) оборудования;"Ответ 1:В Правилах Пользования есть описание
Глава 7. Порядок ремонта и утилизации ПАК

Страницы везде разные, все зависит от исполнения и версии продукта.
Например для версии 4.3:

https://doc.s-terra.ru/pdf_rlf/4_3/Rules-TGI.pdf"
"Вопрос 1:На КШ обнаружились ошибки с mgre интерфейсами и сервисом netfilter-persistent.При попытке поднять интерфейс mgre, выдаётся следующая ошибка:KYA06DS-BCG01:~# ifup mgre13add tunnel ""gre0"" failed: No such deviceifup: failed to bring up mgre13KYA06DS-BCG01:~# ifup mgre14add tunnel ""gre0"" failed: No such deviceifup: failed to bring up mgre14";"Ответ 1:Необходимо настройки интерфейсов описывать в отдельных файлах:
Точка-точка (point-to-point) GRE интерфейсы описываются в файлах /etc/network/interfaces.d/greN, а точка-многоточка (point-to-multipoint) в файлах /etc/network/interfaces.d/mgreN.


Т.к. информация записанная после ###netifcfg-end### может исчезнуть при изменении конфигурации и перезаполнении карты интерфейсов.
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FSettings%2FGRE_%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D1%84%D0%B5%D0%B9%D1%81%D1%8B.htm"
Вопрос 2:modprobe: ERROR: ../libkmod/libkmod-index.c:787 index_mm_open() magic check fail: 0 instead of b007f457;"Ответ 2:Пришлите, пожалуйста, все файлы, находящиеся в каталоге /var/log/Уточните, пожалуйста, не настроен ли на шлюзе ip tables?

Не устанавливался ли пакет iptables-persistent?Пришлите вывод 
dpkg -l | grep iptables"
Вопрос 1:как настроить внутри Виртуальный шлюз S - terra 4.2 удаленный доступ по SSH, необходимо в рамках добавления доверенный Сертификатов УЦ, конкретной инструкции по настройке SSH не нашли. sshd.service запущен, 22 порт открыт. Но с локальной машины не видим хост с развернутой с террой;"Ответ 1:Для того, чтобы к шлюзу настроить удаленный доступ по SSH необходимо выполнение следующих условий:
1. между шлюзом и ПК (с которого должен осуществляться доступ к шлюзу) должна быть сетевая связность  (грубо говоря, с этого ПК шлюз должен пинговаться) 
и между ПК и шлюзом  должно быть разрешено прохождение tcp пакетов на 22-й порт 
2. на шлюзе предварительно нужно настроить пароль на учетную запись root . Это делается с помощью команды passwd 

Вышеуказанного достаточно для доступа к шлюзу по ssh. 

Для удобства переноса файлов на шлюз можно, например, использовать программу WinSCP 
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FAppendix%2F%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_WinSCP.htm"
Вопрос 2:Может есть какая нибудь подробная инструкция по настройке SSH доступа ?;"Ответ 2:Инструкция состоит из двух пунктов:
1. между шлюзом и ПК (с которого должен осуществляться доступ к шлюзу) должна быть сетевая связность  (грубо говоря, с этого ПК шлюз должен пинговаться) 
и между ПК и шлюзом  должно быть разрешено прохождение tcp пакетов на 22-й порт 
2. на шлюзе предварительно нужно настроить пароль на учетную запись root . Это делается с помощью команды passwd"
Вопрос 1:При подключении питания индикатор кнопки включения горит зеленым, однако устройство не подает никаких признаков жизни. Нет звука работающего оборудования, при подключении консольного кабеля на экран ничего не выводится, также нет вывода информации при подключении по HDMI.;"Ответ 1:Давайте попробуем проделать следующее:
 
1. Отключить все периферийные устройства и питание от платформы;
2. Снять верхнюю крышку;
3. Отсоединить батарейку из разъема J4A1 и подождать 1 минуту;
4. Подключить батарейку в J4A1 и собрать платформу;
5. Подать питание и дождаться загрузки платформы.

Либо:
Произвести перезапуск ПОСЛЕ ПЕРВИЧНОГО запуска кнопкой включения с помощью кнопки Reset."
Вопрос 2:Вскрытием не нарушим правила лицензионного соглашения?;Ответ 2:Нет.
"Вопрос:Клиент запросил устранить уязвимость на всех криптошлюзах на всех площадках""обновить Dropbear SSH до версии 2012.55 или выше""Прошу сообщить актуально ли это для криптошлюзов s-terra?";"Ответ:На шлюзе установлен openssh-server.
Обновлять ничего не надо.

Dropbear SSH установлен на С-Терра Юнит."
"Вопрос 1:Часть туннелей строим используя сертификаты. Сертификаты выдаются нашим УЦ.УЦ генерирует и локальный и рутовый сертификат. Требуется установка двух сертификатов. Вот что мне говорит администратиор УЦ ""рут сертификат действительно выпускается на большой срок, но прошу не забывать про срок действия закрытого ключа который ограничен 15 месяцами""Как это можно понять? Рутовый сертификат нужен чтобы проверят локальный сертификат. На УЦ может перестать работый рутовый сертификат и они не могут им подписывать локальные?";"Ответ 1:Для исправления ситуации когда закрытый ключ истекает через 1.3 месяца описан тут:
Данную проверку можно отключить.

https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm?rhsyns=%20#t=mergedProjects%2FAdmin_guide%2F%D0%98%D1%81%D1%82%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D1%81%D1%80%D0%BE%D0%BA%D0%B0_%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F_%D0%B7%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B3%D0%BE_%D0%BA%D0%BB%D1%8E%D1%87%D0%B0_%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D0%B0_%D0%A3%D0%A6.htm&rhsearch=cisco-like%20policy&rhsyns=%20"
"Вопрос 1:После удаления S-Terra Client 4.3 и попытки повторной установки возникает ошибка Error 25021 .
Подскажите, в чем может быть проблема?";"Ответ 1:Для решения проблемы рекомендации будут следующие:

1. Если установлен антивирус, то перед установкой Клиента его нужно отключить.
Если установлен антивирус Касперского, то потребуется его временное удаление.
После удаления антивируса необходимо будет перезагрузить машину.

2. Также в ряде случаев проблема с инсталляцией Клиента решается установкой доступных обновлений ОС.
Т.е., рекомендуется предварительно установить в ОС все имеющие доступные обновления. 

3. Необходимо воспользоваться программой для принудительной очистки машины от файлов
предыдущей версии С-Терра Клиент csp_vpn_install_cleaner_4_2_18843. Скачать данную утилиту можно в 
Личном Кабинете (Материалы для загрузки--->Дополнительные пакеты, исправление проблем и уязвимостей в ПО)
Необходимо запустить эту утилиту с правами администратора, в режиме clean. 
Описание этой утилиты помещено в архив, в файл readme.txt. Обязательно ознакомьтесь с этим файлом 
перед запуском утилиты. После этого перезагрузить ПК и еще раз"
Вопрос 1:Имеется с-терра с модулем доверенной загрузки SPDS-USB. В файл rc.local были добавлены команды iptables, но, возможно не был пересчитан хэш. Столкнулись при загрузке с-терры с проблемой: при проверке файлов появляется ошибка /etc/rc.local: invalid, не проходит верификацию.;"Ответ 1:В общих случаях, для пересчёта контрольных сумм файлов, можно использовать UPFlash 4.3.
Recalculate Hashes On S-Terra Gate OS - позволяет выполнить пересчет контрольных сумм файлов операционной системы ПАК.
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%97%D0%B0%D0%BF%D1%83%D1%81%D0%BA_Upflash.htm"
"Вопрос 2:
Подскажите, пожалуйста, где мы можем взять Upflash?";"Ответ 2:
https://cloud.s-terra.com/index.php/s/3qrcxqWbzS284Pr/download"
Вопрос 3:Не получается войти в bios, переходит в Grub сразу.;"Ответ 3:Для устаревших версий шлюза с СПДС, способ восстановления отличается:
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%A1%D1%86%D0%B5%D0%BD%D0%B0%D1%80%D0%B8%D0%B9_%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F1.htm"
Вопрос 1:В случае если генерировать закрытый ключ на С-терра Шлюз, то какой срок действия закрытого ключа устанавливает криптопровайдер Стерра CSP для закрытого ключа?;"Ответ 1:Если контейнер с закрытым ключем на шлюзе был создан вместе с запросом на сертификат по команде   cert_mgr create, 
то срок действия закрытого ключа в контейнере установится равным сроку  действия сертификата (сформированного на УЦ по запросу со шлюза) после импорта этого сертификата
в базу шлюза."
Вопрос 2:Если мы обработаем полученный запрос на сертификат на ПАК КриптоПро УЦ 2.0 с шаблоном в котором будет отсутствовать ограничение на срок действия закрытого ключа, то шлюз будет работать с сертификатом то время которое указано в самом сертификате?;Ответ 2:Да, с точки зрения шлюза срок действия локального сертификата будет на тот период, на который этот сертификат выпущен.
"Вопрос 1:
Не удается синхронизировать с сервером s-terra КП один из используемых криптошлюзов gate100.
Криптошлюз работает. Канал поднимается. Upagent на криптошлюз установлен.Но синхронизировать настройки с сервером КП и соответственно обновить сертификаты не удается.Остальные криптошлюзы работают нормально, настройки синхронизируются, сертификаты обновляются.Не могли бы вы оказать содействие в локализации неисправности.";"Ответ 1:
Скажите, пожалуйста, проблемный шлюз в консоли КП отображается в статусе ONLINE?"
"Вопрос 2:
Нет. Графа пустая. Поскольку синхронизацию провести не удалось статус криптошлюза не отображается.";"Ответ 2:
До проведения неудачной синхронизации КШ отображался в статусе ONLINE?
Попробуйте в консоли КП в контекстном меню учетной записи проблемного
КШ выбрать предложение Clear. Проверьте статус через 2-3 минуты."
"Вопрос 3:
К сожалению синхронизацию с данным криптошлюзов провести ранее не удавалось.Ранее криптошлюз online не отображался.Очистка, результатов не дает.";"Ответ 3:
 проверьте, пожалуйста:
1. строится ли туннель между проблемным шлюзом 
и шлюзом, с которым связан сервер КП 
(выполнить sa_mgr show на шлюзе)
2. не настроены ли на шлюзе какие-то правила, запрещающие
прохождение пакетов с нотификациями:
UPServer    <==>  UPClient
UDP 43010 <==> UDP 43011
Если на КШ настраивались правила iptables, то посмотреть их можно в файле /etc/iptables/rules.v4"
"Вопрос 4:
1. Туннель между проблемным шлюзом строитсяISAKMP sessions: 0 initiated, 0 respondedISAKMP connections:Num Conn-id (Local Addr,Port)-(Remote Addr,Port) State Sent Rcvd1 62 (193.106.171.160,4500)-(77.74.77.67,4500) active 5660 4900IPsec connections:Num Conn-id (Local Addr,Port)-(Remote Addr,Port) Protocol Action Type Sent Rcvd1 111 (10.255.7.0-10.255.7.255,*)-(10.0.0.0-10.255.255.255,*) * ESP nat-t-tunn 31696 13168root@narcred2 ~$2. На шлюзе настроены правила аналогичные остальным шлюзам";"Ответ 4:
необходимо разобраться, почему пакеты с нотификациями 
не доходят до сервера КП.
Пришлите, пожалуйста, cisco-like конфигурации с обоих шлюзов."
"Вопрос 5:
Дело в том, что настройки LSP данного криптошлюза не отличаются от настроек других нормально обновляемых криптошлюзов. Так же как и настройки криптошлюза Агентства не имеют различий для криптошлюзов филиалов.";"Ответ 5:
исходя из той информации, которую 
Вы мне прислали, связи с КП быть не
может и проблемный шлюз не будет 
отображаться в консоли КП в статусе
ONLINE, т.к. UDP пакеты с нотификациями
для сервера КП не достигнут DST адреса
10.194.63.14:21,  т.к. не попаду в туннель,
а будут отброшены шлюзом по умолчанию, 
т.к. частные ip-адреса не маршрутизируются 
в интернете.

Рекомендуем использовать настройки, представленные
в сценарии на сайте с нашей документацией:

https://doc.s-terra.ru/rh_output/4.3/Scenarios/output/index.htm#t=mergedProjects%2Fver_4_3_scn_1_12_KP_deploy_from_scratch%2Fver_4_3_scn_1_12_KP_deploy_from_scratch.htm"
"Вопрос 1:
Просьба предоставить ссылку на скачивание дистрибутива С-Терра Клиент 4. 3";"Ответ 1:
Дистрибутив С-Терра Клиент 4.3 можно скачать по ссылке:

https://cloud.s-terra.com/index.php/s/e8DQnMKr2Z7nkHb"
"Вопрос 1:
В процессе эксплуатации КШ обнаружена неисправность: Не загружается, на консоль не отвечает.";"Ответ 1:
Уточните, пожалуйста, следующее: 
1. После каких событий/действий появилась данная проблема?
2. При включении шлюза появляется ли на нем какая  либо индикация?
3. Пробовалось ли подключать к шлюзу напрямую  монитор и клавиатуру и что в этом случае было на экране монитора при включении шлюза? 
4. Пробовалось ли для решения проблемы проделать следующие действия:
 
 4.1. Отключить все периферийные устройства и питание от платформы;
 4.2. Снять верхнюю крышку;
 4.3. Отсоединить батарейку из разъема J4A1 и подождать 1 минуту;
 4.4. Подключить батарейку в J4A1 и собрать платформу;
 4.5. Подать питание и дождаться загрузки платформы.
?"
"Вопрос 2:
Здравствуйте! Информация от пользователя КШ:
1 скачек напряжения
2 горит питание
3 разъема под монитор нет, подключение к КШ производится только через консоль и он не реагирует на нее
4 батарейку не смотрел


Просьба принять в ремонт, так как были аналогичные случаи, что после скачка напряжения КШ выходили из строя";"Ответ 2:
Скачек напряжения, в следствие которого шлюз перестал загружаться - не является гарантийным случаем, в соответствии с правилами  гарантийного обслуживания
https://www.s-terra.ru/upload/medialibrary/721/4zwcz3sl1jibtckcyv32arvx3qtkpxhi/Warranty_Obligations__S-Terra_2024.pdf 
также, на данный шлюз закончилась гарантия 04.11.2023 г., поэтому ремонт данного шлюза и его диагностика могут быть платными."
"Вопрос 1:
Периодически происходит, зависание шлюза С-Терра 100 и пропадает доступ в защищенную сеть. При этом если посмотреть вывод команды sa_mgr show соединение активно ошибок нет . Помогает только перезагрузка шлюза. При этом с интернетом проблем нет всегда стабильный. Конфигурация шлюза и выводы команд во вложении. С остальными шлюзами такой проблемы не возникает.";"Ответ 1:
Пришлите, пожалуйста, содержимое каталога /var/log/ с указанием времени повисания.
Уточните, пожалуйста, в момент подвисания есть ли доступ к КШ (крипто шлюз) через ssh или консоль? Подключали монитор? Что отображается на мониторе?

Проверьте, пожалуйста, на перегрузку КШ используя утилиту  kstat_show во время подвисания канала.

Если в выводе kstat_show суммарное количество пакетов по следующим счетчикам:
tx errors
route errors
skb allocation errors
send queue overflows
high priority packets dropped
low priority packets dropped
high priority packets passed while overloaded
 
превышает 1% от суммы пакетов по следующим счетчикам:
ipsec in pkt
ipsec out pkt
то Шлюзе перегружен."
"Вопрос 1:
Подскажите, есть ли возможность на C-терра Шлюз 4.3 создать несколько пользователей linux консоли с правами администратора? Попытался сделать это по аналогии с обычным debian, но не нашел ни утилиты visudo ни файла /etc/sudoers";"Ответ 1:
Да, указанных утилит на шлюзе нет. 
В целом, на шлюзе предусмотрена только одна учетная запись суперпользователя (root) для доступа в linux bash, поскольку предполагается, что настройку СКЗИ должен 
осуществлять администратор, обладающий для этого всеми необходимыми правами и полномочиями. 

Однако, технически, создавать дополнительных пользователей можно (в том числе и с администраторскими правами) с помощью имеющийся на шлюзе стандартной linux утилиты  adduser или  стандартной linux утилиты useradd  

Отмечу, что нет гарантии, что под созданным  таким образом пользователем  можно будет выполнить все входящие в состав ПО ""С-Терра Шлюз"" команды и утилиты."
"Вопрос 2:
Подскажите, а если я создам УЗ в cisco-like, соответственно при заходе на оборудование я буду попадать в консоль. Как я могу из cisco-like перейти в linux?";"Ответ 2:
Если Вы по ssh сразу подключились с пользователем, созданным в cisco-like консоли, то никак. 
Но из enable режима cisco-like консоли  под этим пользователем можно будет выполнять команды, которые доступны в linux bash только суперпользователю. 
Для этого перед командой нужно поставить префикс run
Например,
 чтобы войти в frr нужно выполнить:  run vtysh   
 пример добавление правила iptables: run  iptables -t nat -A POSTROUTING -o eth1 -s 192.168.1.0/24 -j SNAT --to-source 1.1.1.1
и т.д."
"Вопрос 1:
В начале пропала связь по mgre. далее стал выяснять обнаружил что сертификаты ещё не вступили в силу. Посмотрел дату и оказалось что на шлюзе установлен 2016 год. Установил время, стал восстанавливать mgre. Перезагрузил шлюз и дата вновь стала 2016 г.";"Ответ 1:
Вероятней всего села батарейка CMOS (BIOS). Замените батарейку."
"Вопрос 2:
Как именно вскрывается шлюз-100?";"Ответ 2:
У нас имеется несколько корпусов для этого КШ. Как правило, для вскрытия КШ необходимо выкрутить винты снизу."
"Вопрос 3:
Можно самостоятельно менять батарейку, или критично сообщить номер сначала?";"Ответ 3:
Не понятно, что вы имеете в виду. Ранее вы присылали серийные номера. Поменяйте батарейку на этих КШ."
"Вопрос 1:
Подскажите возможно ли реализовать на базе С-Терра шлюз 4.3 сценарий, при котором разные клиенты (компьютеры) при vpn подключении будут получать ip адреса из разных пулов.";"Ответ 1:
Такое реализовать возможно в настройках шлюза, но нужно будет разделять клиентов по их локальному сертификату. 
Например, первая группа клиентов, которые должны получать адрес из первого пула, в dn своего локального сертификата имеют OU=A, 
а вторая группа клиентов,  которые должны получать адрес из второго пула, в dn своего локального сертификата имеют OU=B."
"Вопрос 1:
При попытке использовать любую из лицензий ниже возникает ошибка.Ранее уже сталкивались с подобным, обычно был либо русский символ в License code, либо лишний пробел.Но тут уже что могли проверили, причину проблемы не нашли.";"Ответ 1:
По скриншоту с вводом лицензии 290682 
В LicenseCode должно быть такое значение  43000-0000H-K3BP6-U8JU5-7WUJQ
в выделенном  расхождение. 
Все остальное вводится правильно."
"Вопрос 2:
С лицензией 290682 получилось, спасибо.
Две другие по-прежнему не работают.
Все символы, которые одинаково выглядят в кириллице и латинице проверили, не помогло.";"Ответ 2:
по лицензии 290727 
LicenseCode должен быть такой     43000-0000C-EWY5Y-3DVED-QRAEE
в выделенном расхождение.
Все остальное вводится правильно."
"Вопрос 1:
Прошу прислать актуальные дистрибутивы UPFlash и образа восстановления для КШ";"Ответ 1:
Ссылка на скачивание образа диска S-Terra Disk Image для данного шлюза
https://cloud.s-terra.com/s/Gcb5p7NAetCNpZx
ссылка актуальна до 09.10.2024 г. 
пароль на скачивание будет направлен отдельным письмом
Актуальный образ UpFlash4.3 можно скачать по ссылке ниже:
https://cloud.s-terra.com/s/AQXTyAXCTtb2N5n"
"Вопрос 1:
Развернули новую Wi-Fi точку и S-Terra клиент не подключается к оборудованию, с vpn клиентами других вендоров проблем нет. Какие логи вам прислать для диагностики? Спасибо.";"Ответ 1:
Скажите, пожалуйста, правильно ли я Вас понял, 
что ранее проблем с подключением этого Клиента
не было и интернет-провайдер остался тот-же?
Пришлите, пожалуйста, скриншот окна  VPN SA Monitor ПО «С-Терра Клиент»."
"Вопрос 1:
Раньше все хорошо было, интернет провайдер тот же";"Ответ 2:
Пришлите,  пожалуйста, в текстовом виде, файл с логами. Для этого  в cmd под администратором, 
из папки, куда установлен C-Терра Клиент (обычно это c:\program files (x86)\s-terra client)
необходимо выполнить команды
log_mgr set-filelog -y enable 
log_mgr set -l debug
после этого в трее на значек Клиента правой кнопкой мыши, выбрать show log, 
скопировать содержимое в отдельный текстовый файл и прислать его для анализа."
"Вопрос 3:
По 1 скрину нужно в реестре править запись, напомните где. По 2 это уже с повышением прав, но что то не то";"Ответ 3:
необходимо предварительно залогиниться в Клиенте,
затем выполнить команды."
"Вопрос 1:
Возникла нелобходимость провести инициализацию ПАКа, фалй прошивки был получен через партнера - Софтлайн. При создании загрузочной флешки руфусом возникают ошибки.";"Ответ 1:
Уточните, пожалуйста, правильно ли понимаю, что под инициализацией шлюза в данном случае имеется в виду обновление шлюза до версии 4.3 ? 
Если да, то при создании загрузочной Up_Flash с помощью Rufus  используется  образ Up_Flash, а не образ шлюза версии 4.3 

Этапы обновления ниже: 

     Описание Up_Flash 4.3
       https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8F_Upflash.htm&rhsearch=set%20re-route&rhsyns=%20
      
     Создание Up_Flash4.3 
     https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%A1%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B7%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_USB_%D0%BD%D0%B0%D0%BA%D0%BE%D0%BF%D0%B8%D1%82%D0%B5%D0%BB%D1%8F_%D1%81_Upflash_%D0%BD%D0%B0_%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%"
"Вопрос 2:
Шлюз у нас был обновлен ранее, но мы не имеем к нему доступ из-за смены администратора, которые не перелал реквизиты доступа. Нам нужно вернуть его в заводское состояние.";"Ответ 2:
Для приведения шлюза к заводскому состоянию инструкции те же самые, что и в предыдущем письме."
